EMPLID,Name,Term,Application Status,Major,Math - Majors 1st Math Course,Math - Majors 1st Math Code,Math - Math Placement Course,Math - Math Placement Code,Math - Math Placement Course Verified,Math - Math Placement Code Verified,Math - Math Placement Met,Math - Math Placement Met Long Description,Math - ESM 105 Eligible,Math - ESM 120 Eligible,College Coursework Exists,IMP - College Course,Math_Tests_Concatenate,Formula math_placement_2_calc_III_eligible,Formula math_placement_4_calc_II_eligible,Formula math_placement_8_calc_eligible,Formula math_placement_10_precalc_eligible,Formula math_score_exists,Application Math Category,College Math Status ERS,ELM Status ERS,HS Math GPA ERS,HS Math Units ERS,MAPE IA,MAPE PC,EAP,ACT Math,ACT Math SS,AP CALC AB,AP CALC BC,AP CSC P,AP STATS,IB AA,IB AI,Old SAT Math,SAT Math L1,SAT Math L2,SAT R Math Section,CLEP College Algebra,CLEP College Algebra/Trig,CLEP Trig,CLEP Precalc,CLEP Calc,Cambridge Math,MPAP Response,MPAP - Updated Date,IMP - Updated Date
0263,Riley Garcia,Fall 2025,Confirmed Completed,Computer Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,"Verified: AP Computer Science Principles - 3
Verified: AP Calculus (AB) - 2",,4,8,10,Y,,0,Z,,10,,,,,,2 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/02/2025 12:05,03/28/2025 03:03
0264,Morgan King,Fall 2025,Confirmed,Industrial Technology and Packaging,MATH 221 - Calculus for Business and Economics,8,MATH 115 - Stretch Precalculus Algebra I,16,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,N,Y,,,,,8,,N,,0,0,,9,,Verified,,,,,,,Self-Reported,,,,,,,,,,,,,I will take the MAPE remotely before August 31 (it is strongly advised that students complete the exam before July 10).,06/20/2025 05:06,03/15/2025 04:03
0265,Elliot Torres,Fall 2025,Confirmed Completed,Aerospace Engineering,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,"Verified: AP Calculus (BC): AB Subscore - 4
Verified: AP Calculus (BC) - 4
Verified: AP Computer Science Principles - 4
Verified: AP Calculus (AB) - 4
Verified: AP Computer Science (A) - 3
Verified: SATR Math Section Score - 620
Verified: SATR Math Section Score - 520",2,4,8,10,Y,,0,A,,14,,,,,,4 - Verified,4 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/02/2025 12:07,03/17/2025 07:03
0266,Avery Rivera,Fall 2025,Confirmed,Statistics,MATH 141 - Calculus I,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,,,"Verified: AP Statistics - 3
Verified: AP Calculus (AB) - 2",,,,10,Y,,0,A,,12,,,,,,2 - Verified,,,3 - Verified,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Calculus I (MATH 141 or equivalent) eligibility by the July 15 deadline.,07/02/2025 08:07,04/09/2025 01:04
0267,Jordan Scott,Fall 2025,Confirmed Completed,Liberal Studies,MATH 227 - Mathematics for Elementary Teaching I,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,Y,N,Y,,,,,,10,N,,0,4,,11,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/12/2025 01:07,05/17/2025 10:05
0268,Reese Allen,Fall 2025,Confirmed Completed,Forest and Fire Sciences,MATH 161 - Calculus for the Life Sciences I OR MATH 221 - Calculus for Business and Economics,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,Verified: AP Calculus (AB) - 4,,4,,10,Y,,0,A,,10,,,,,,4 - Verified,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Calculus I (MATH 141 or equivalent) eligibility by the July 15 deadline.,06/10/2025 05:06,06/10/2025 05:06
0269,Dakota Torres,Fall 2025,Confirmed Completed,City and Regional Planning,MATH 118 - Precalculus Algebra,10,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,Verified: AP Calculus (AB) - 3,,4,,10,Y,,0,A,,8,,,,,,3 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/01/2025 12:06,05/22/2025 12:05
0270,Dakota Clark,Fall 2025,Confirmed,Architecture,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,College Algebra,"Verified: AP Calculus (BC) - 4
Verified: AP Calculus (BC): AB Subscore - 4
Verified: AP Calculus (AB) - 4",2,4,8,10,Y,,0,4,,14,,,,,,4 - Verified,4 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,04/25/2025 07:04,06/16/2025 09:06
0271,Avery Smith,Fall 2025,Confirmed Completed,Computer Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Not Listed,"Verified: AP Calculus (BC): AB Subscore - 4
Verified: AP Calculus (BC) - 2",,4,8,10,Y,,0,A,,10,,,,,,,2 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/30/2025 02:05,05/12/2025 04:05
0272,Blake Wright,Fall 2025,Confirmed,Mechanical Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,Verified: AP Calculus (AB) - 5,,4,,10,Y,,0,A,,10,,,,,,5 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/13/2025 01:07,05/16/2025 03:05
0273,Quinn Hernandez,Fall 2025,Confirmed Completed,Journalism,STAT 130 - Introduction to Statistical Reasoning OR STAT 217 - Introduction to Statistical Concepts and Methods OR STAT 218 Applied Statistics for the Life Sciences OR STAT 251 - Statistical Inference for Management I,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,Y,N,Y,,,,,,10,N,,0,4,,8,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/04/2025 01:06,04/28/2025 05:04
0274,Logan Torres,Fall 2025,Confirmed Completed,Biomedical Engineering,MATH 141 - Calculus I,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,College Algebra,Verified: AP Calculus (AB) - 2,,,8,,Y,,0,Z,,10,,,,,,2 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/09/2025 11:07,05/14/2025 09:05
0275,Finley Hall,Fall 2025,Confirmed,Graphic Communication,MATH 118 - Precalculus Algebra,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Placement Verified w/Final Documentation,Y,N,,Statistics,,,,,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I will take the MAPE remotely before August 31 (it is strongly advised that students complete the exam before July 10).,04/18/2025 11:04,04/10/2025 08:04
0276,Alex Clark,Fall 2025,Confirmed Completed,City and Regional Planning,MATH 118 - Precalculus Algebra,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,Y,N,Y,Not Listed,,,,,10,N,,0,4,,8,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/07/2025 11:07,04/16/2025 02:04
0277,Logan Hernandez,Fall 2025,Confirmed Completed,Architecture,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,Verified: AP Calculus (AB) - 3,,4,,10,Y,,0,A,,10,,,,,,3 - Verified,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Calculus I (MATH 141 or equivalent) eligibility by the July 15 deadline.,05/15/2025 09:05,03/05/2025 09:03
0278,Casey Lee,Fall 2025,Confirmed,Electrical Engineering,MATH 141 - Calculus I,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Placement Verified w/Final Documentation,N,N,Y,College Algebra,,,,8,10,N,,0,X,,16,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/30/2025 12:06,05/05/2025 06:05
0279,Quinn Hernandez,Summer 2025,Confirmed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,Verified: AP Calculus (AB) - 3,,4,8,10,Y,,0,A,,10,,,,,,3 - Verified,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the August 31 deadline.,07/02/2025 01:07,07/02/2025 03:07
0280,Finley Hall,Fall 2025,Confirmed Completed,Nutrition,Calculus Ready with MATH 118 - Precalculus Algebra,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,,,Self-Reported: AP Statistics - 3,,,8,10,Y,,0,4,,12,,Verified,,,,Self-Reported,,,3 - Self-Reported,,,,,,,,,,,,,I will take the MAPE remotely before August 31 (it is strongly advised that students complete the exam before July 10).,06/16/2025 05:06,06/02/2025 03:06
0281,Taylor Scott,Fall 2025,Confirmed Completed,Industrial Engineering,MATH 141 - Calculus I,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Statistics,Verified: AP Statistics - 2,,,8,10,Y,,0,X,,10,,,,,,,,,2 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/14/2025 02:06,07/08/2025 05:07
0282,Blake Johnson,Fall 2025,Confirmed Completed,Public Health,Calculus Ready with STAT 218 - Applied Statistics for the Life Sciences,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,"Verified: AP Calculus (BC): AB Subscore - 2
Verified: AP Calculus (BC) - 2
Verified: SATR Math Section Score - 710
Verified: SATR Math Section Score - 740",,4,8,10,Y,,0,S,,10,,,,,,,2 - Verified,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/04/2025 05:05,04/29/2025 01:04
0283,Dakota Hall,Fall 2025,Confirmed Completed,Agricultural Systems Management,MATH 119 - Precalculus Trigonometry,10,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,Verified: AP Statistics - 3,,4,8,10,Y,,0,A,,12,,,,,,,,,3 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/12/2025 04:06,05/14/2025 11:05
0284,Quinn Smith,Fall 2025,Confirmed,Biological Sciences,MATH 161 - Calculus for the Life Sciences I,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Precalculus,"Verified: SATR Math Section Score - 560
Verified: SATR Math Section Score - 570",,,8,10,Y,,0,S,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,04/29/2025 12:04,06/13/2025 05:06
0285,Rowan Hall,Fall 2025,Confirmed Completed,Communication Studies,STAT 217 - Introduction to Statistical Concepts and Methods,10,MATH 115 - Stretch Precalculus Algebra I,16,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,N,Y,,,,,,,N,,0,13,,6,,,,,,,,,,,,,,,,,,,,,,,,07/12/2025 08:07
0286,Casey Hall,Fall 2025,Confirmed Completed,Interdisciplinary Studies,STAT 130 - Introduction to Statistical Reasoning OR STAT 217 - Introduction to Statistical Concepts and Methods OR STAT 218 Applied Statistics for the Life Sciences,10,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Precalculus,,,,8,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,,,05/14/2025 07:05
0287,Dakota Garcia,Fall 2025,Confirmed Completed,Computer Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,,"Verified: AP Calculus (AB) - 4
Verified: AP Computer Science Principles - 4
Verified: AP Computer Science (A) - 4
Verified: AP Statistics - 3
Verified: SATR Math Section Score - 710",,4,8,10,Y,,0,A,,12,,,,,,4 - Verified,,,3 - Verified,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Calculus I (MATH 141 or equivalent) eligibility by the July 15 deadline.,04/28/2025 09:04,04/28/2025 05:04
0288,Peyton Lee,Fall 2025,Confirmed Completed,English,a single course in GE area B4,10,MATH 115 - Stretch Precalculus Algebra I,16,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,N,,,Verified: AP Calculus (AB) - 1,,,,,Y,,0,15,,10,,,,,,1 - Verified,,,,,,,,,,,,,,,,,,05/15/2025 10:05
0289,Riley Nguyen,Fall 2025,Confirmed Completed,Civil Engineering,MATH 141 - Calculus I,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,Calculus I or higher,"Verified: AP Calculus (BC) - 5
Verified: AP Calculus (BC): AB Subscore - 5
Verified: AP Statistics - 5
Verified: AP Calculus (AB) - 3
Self-Reported: AP Calculus (AB) - 3
Verified: SATR Math Section Score - 700",2,4,8,10,Y,,0,A,,10,,,,,,3 - Verified3 - Self-Reported,5 - Verified,,5 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/20/2025 11:05,05/06/2025 06:05
0290,Cameron Lopez,Fall 2025,Confirmed,Political Science,STAT 217 - Introduction to Statistical Concepts and Methods,10,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Precalculus,,,,8,,N,,0,Z,,12,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/16/2025 09:05,05/15/2025 04:05
0291,Quinn Rivera,Fall 2025,Confirmed Completed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Calculus III,2,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,,,"Verified: AP Calculus (BC): AB Subscore - 5
Verified: AP Calculus (BC) - 5
Verified: AP Statistics - 4
Verified: ACT Mathematics - 31
Verified: ACT Mathematics - 31",2,4,8,10,Y,,0,A,,12,,,,31 - Verified;31 - Verified,,,5 - Verified,,4 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/15/2025 07:05,05/27/2025 03:05
0292,Finley Nguyen,Fall 2025,Confirmed,Business Administration,MATH 221 - Calculus for Business and Economics,8,MATH 115 - Stretch Precalculus Algebra I,16,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,N,Y,,,,,,,N,,0,20,,11,,,,,,,,,,,,,,,,,,,,,,,,05/29/2025 12:05
0293,Alex Martinez,Fall 2025,Confirmed Completed,BioResource and Agricultural Engineering,MATH 141 - Calculus I,8,Calculus II,4,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,Calculus I or higher,,,4,,10,N,,0,4,,12,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/02/2025 03:06,04/09/2025 02:04
0294,Taylor Johnson,Fall 2025,Confirmed,Economics,MATH 141 - Calculus I,8,MATH 115 - Stretch Precalculus Algebra I,16,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,N,,,,,,,,N,,0,0,,10,,,,,,,,,,,,,,,,,,,,,,,,
0295,Riley Scott,Fall 2025,Confirmed Completed,Animal Science,Calculus Ready with MATH 118 - Precalculus Algebra,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,Y,,,,,,10,N,,0,4,,10,,Verified,,,,,,,,,,,,,,,,,,,,I will take the MAPE remotely before August 31 (it is strongly advised that students complete the exam before July 10).,05/12/2025 11:05,04/28/2025 01:04
0296,Taylor Lopez,Fall 2025,Confirmed Completed,Graphic Communication,MATH 118 - Precalculus Algebra,10,MATH 115 - Stretch Precalculus Algebra I,16,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,N,,,,,,,,N,,0,0,,0,,,,,,,,,,,,,,,,,,,,,,I will/have send a standardized test score or transcript to demonstrate Precalculus (MATH 118 or equivalent) or higher eligibility by the July 15 deadline.,05/14/2025 09:05,04/30/2025 01:04
0297,Peyton Smith,Fall 2025,Confirmed Completed,Interdisciplinary Studies,STAT 130 - Introduction to Statistical Reasoning OR STAT 217 - Introduction to Statistical Concepts and Methods OR STAT 218 Applied Statistics for the Life Sciences,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Placement Verified w/Final Documentation,Y,N,,,,,,,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/12/2025 03:05,05/01/2025 01:05
0298,Skyler Brown,Fall 2025,Confirmed,Interdisciplinary Studies,STAT 130 - Introduction to Statistical Reasoning OR STAT 217 - Introduction to Statistical Concepts and Methods OR STAT 218 Applied Statistics for the Life Sciences,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Placement Verified w/Final Documentation,Y,N,Y,Statistics,,,,,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,05/29/2025 04:05,05/15/2025 12:05
0299,Morgan Baker,Fall 2025,Confirmed,Architecture,MATH 141 - Calculus I,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,Y,,Verified: AP Statistics - 2,,,,10,Y,,0,4,,12,,,,,,,,,2 - Verified,,,,,,,,,,,,,,,05/31/2025 08:05
0300,Finley Young,Fall 2025,Confirmed Completed,Business Administration,MATH 221 - Calculus for Business and Economics,8,Calculus I or Equivalent,8,MATH 115 - Stretch Precalculus Algebra I,16,Y,Meets Placement Pending Final Documentation,N,N,Y,,"Verified: AP Statistics - 4
Verified: SATR Math Section Score - 630",,,8,10,Y,,0,A,,10,,,,,,,,,4 - Verified,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,06/09/2025 11:06,05/05/2025 02:05
0301,Jules Hernandez,Fall 2025,Confirmed Completed,Landscape Architecture,MATH 118 - Precalculus Algebra,10,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,Y,Placement Verified w/Final Documentation,Y,N,,,,,,,10,N,,0,4,,10,,,,,,,,,,,,,,,,,,,,,,I understand that I need to send a standardized test score/s or transcript/s to demonstrate my Math Readiness by the July 15 deadline.,07/08/2025 08:07,05/03/2025 03:05
0302,Jordan Rivera,Fall 2025,Confirmed,Nutrition,Calculus Ready with MATH 118 - Precalculus Algebra,8,Precalculus Algebra or Statistics,10,MATH 115 - Stretch Precalculus Algebra I,16,N,Does Not Meet Placement,Y,Y,,,,,,,10,N,,0,4,,10,,Verified,,,,,,,,,,,,,,,,,,,,I will take the MAPE remotely before August 31 (it is strongly advised that students complete the exam before July 10).,05/18/2025 04:05,05/09/2025 12:05
